Year,Month,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004,5,0.3,874.75,-200,2.5294405042,621.5,35,1166.5,58,1330.75,656.25,19.9749999046,41.4500007629,0.9570661942
2004,5,0.3,889.25,-200,2.7066073106,633.25,-200,1123,-200,1344.25,683.25,16.2500002384,51.6000003815,0.9460647018
2004,5,0.3,880.5,-200,2.5629698727,623.75,38,1135.25,47,1319.25,656.25,16.4250006676,50.2250003815,0.9310085364
2004,5,0.3,864,-200,2.0902503563,590.75,27,1246.75,37,1373.5,506.75,17.6500000954,56.0499992371,1.1214675388
2004,5,0.3,838.25,-200,3.3727404909,674.75,-200,1301.5,-200,1389.75,540.25,17.9499998093,50.8000001907,1.0355171412
2004,5,0.3,830.75,-200,6.226288271,822.25,-200,1085.25,-200,1418,709.5,17.8000001907,44.8000001907,0.9047580256
2004,5,0.3,802.75,-200,2.7372714314,635.25,60,1417,67,1272.25,537,20.2000002861,37.75,0.8836942142
2004,5,0.3,810.75,-200,3.0158363034,653,52,1411,60,1269.25,486.25,22.0249996185,31.8750009537,0.8334947551
2004,5,0.3,833.25,-200,3.7597093215,697.25,54,1360.75,64,1294,496.25,27.4750003815,22.8499999046,0.8249124489
2004,5,0.3,831.5,-200,4.150678149,719,52,1318.25,59,1298.75,501.5,28.7249999046,20.6750001907,0.8023792688
2004,5,0.3,854.75,-200,4.7604535598,751.25,27,1107,46,1418.25,663.5,19.7249999046,43.1500005722,0.9811983281
2004,5,0.4,871.5,-200,1.7344371608,563.75,-200,1284,-200,1385,493.5,15.6000001431,65.25,1.1484485389
2004,5,0.4,872.5,-200,1.4982269674,544.5,-200,1307.5,-200,1471,497,15.6499998569,81.0000019073,1.4301563051
2004,5,0.4,742.5,-200,1.0300012733,502,-200,1634.5,-200,1291.5,354.5,12.7000000477,71.6499996185,1.0486138123
2004,5,0.4,833.5,-200,2.7680827057,637.25,36,1187,53,1362,698.5,15.0250000954,59.7500009537,1.0141659415
2004,5,0.4,814.5,-200,1.4218161095,538,-200,1412.25,-200,1272.25,379.25,16.0499999523,53.6999998093,0.9722890924
2004,5,0.4,835,-200,1.684144182,559.75,41,1409,49,1317,406.5,16.1749999523,53.6999998093,0.979946904
2004,5,0.4,792,-200,2.2080767603,599.25,32,1261.75,45,1234.75,564.25,13.4749999046,50.1000003815,0.770567067
2004,5,0.4,821.5,-200,1.9518462021,580.5,34,1325.75,47,1256.25,602.25,14.1749999523,49.8999996185,0.80252537
2004,5,0.4,771.25,-200,1.3584972854,532.5,-200,1566,-200,1110.25,360,17.375,30.2249999046,0.5945026321
2004,5,0.4,839,-200,2.3502068905,609.25,36,1275.75,59,1285.5,642.5,20.75,32.2749996185,0.7812684813
2004,5,0.4,886,-200,2.190576761,598,41,1256.75,53,1374,505.5,17.9249997139,52.3500013351,1.065460537
2004,5,0.4,822.75,-200,3.7949708199,699.25,59,1381.75,60,1311,493,22.875,31.3250002861,0.8620431673
2004,5,0.4,844,-200,3.7289707006,695.5,58,1352.5,64,1292.25,507,25.5499997139,25.8500003815,0.8338586365
2004,5,0.4,877.75,-200,5.4106370022,783.75,46,1180.5,64,1406.75,609.75,21.375,36.875,0.9271138344
2004,5,0.4,986.25,-200,5.3440263039,780.5,60,1063.25,58,1632.5,693.25,17.6249995232,81.5750007629,1.6296482454
2004,5,0.5,778,-200,1.3756440392,534,14,1479.5,22,1294.25,358.25,19,49.8000011444,1.0831306951
2004,5,0.5,820,-200,1.4529578266,540.6666666667,18,1449.6666666667,28,1360,377,15.6666663488,64.5000012716,1.1400237767
2004,5,0.5,841.5,-200,1.753459479,565.25,-200,1326.75,-200,1398.75,436.5,15.4750001431,66.9499988556,1.1691247997
2004,5,0.5,765.75,-200,1.2465392958,522.5,19,1533.5,30,1310,387,12.6000001431,72.2249984741,1.0502549588
2004,5,0.5,757.75,-200,1.5101335776,545.5,27,1482.5,33,1252,396,14.6000001431,53.3000011444,0.8806618586
2004,5,0.5,838.5,-200,2.7719444497,637.5,33,1170.75,44,1271.25,643.25,15.7250001431,46.9499998093,0.8328837349
2004,5,0.5,773.25,-200,1.7885631904,568,25,1474,37,1113.25,392.25,18.4249997139,27.6249995232,0.5799079975
2004,5,0.5,929.75,-200,3.5253771645,683.75,65,1058.5,75,1220.25,779,15.8499999046,36.5499992371,0.6535080722
2004,5,0.5,903.25,-200,3.0640509144,656,38,1155.25,37,1361.25,618,17.0250000954,44.6499996185,0.8592911344
2004,5,0.5,900.5,-200,3.0158363034,653,41,1094,65,1367,822,18.4250001907,45.7250003815,0.9598658695
2004,5,0.5,956,-200,3.1451318706,661,38,1042.5,59,1398,701,18.375,51.7000007629,1.0819466248
2004,5,0.5,941.25,-200,3.5812024591,687,50,1023.5,59,1374.25,777.25,15.8499996662,53.7749996185,0.9614882774
2004,5,0.5,986,-200,4.6298845295,744.5,61,959,66,1426.25,887.5,16.4500002861,53.4749994278,0.9928059914
2004,5,0.5,849.25,-200,2.4336376044,615,31,1285.25,44,1275.75,461,17.2250003815,43.0749998093,0.8393780172
2004,5,0.5,863.5,-200,2.8379448505,641.75,72,1288,69,1254.75,441,16.5250000954,36.1999988556,0.6752446289
2004,5,0.5,858.75,-200,4.2939563243,726.75,65,1119.75,84,1187.25,752.5,16.6500000954,28.2750005722,0.5315586226
2004,5,0.5,840.75,-200,4.0457173102,713.25,84,1293,80,1356,558.75,18.375,43.9250011444,0.9192360935
2004,5,0.5,841,-200,4.0457173102,713.25,73,1326.25,68,1329.5,524.5,19.1750001907,39.6999998093,0.8728011951
2004,5,0.5,842.75,-200,4.150678149,719,61,1353,63,1330.25,500.5,22.9000000954,30.7000002861,0.8461101215
2004,5,0.5,894.25,-200,5.201753847,773.5,65,1239,83,1339,597.75,31.7000002861,16.2000002861,0.7450310701
2004,5,0.5,909.25,-200,6.4848883758,834,82,1031.25,60,1526.5,762.5,16.6499996185,52.0500011444,0.9785190285
2004,5,0.6,858,-200,2.5667069731,624,24,1205.25,32,1434.25,543,16.6500000954,67.1249990463,1.2619229465
2004,5,0.6,814.75,-200,2.6305924148,628.25,33,1211.75,37,1425.5,689.25,14.6500000954,65.2250003815,1.081117864
2004,5,0.6,888,-200,2.1870838869,597.75,26,1228.25,39,1396.75,499.75,16.4000000954,62.1000013351,1.1493314585
2004,5,0.6,910.5,-200,2.1975696366,598.5,32,1189.25,48,1516.75,633.25,16.1249995232,80.0499992371,1.4562203048
2004,5,0.6,966.5,-200,2.9006667044,645.75,49,1116.75,47,1552,578.5,15.6750001907,80.5,1.4235670197
2004,5,0.6,804,-200,2.2751172648,604,48,1365.75,50,1357.25,419.5,13.2249999046,64.5749998093,0.9774414496
2004,5,0.6,825.5,-200,2.4409510266,615.5,-200,1227.25,-200,1383.5,575,13.9250001907,67.6750001907,1.0712083804
2004,5,0.6,866.25,-200,3.5682865173,686.25,55,1134.75,48,1404.5,740.75,12.0499999523,68.0249996185,0.9547368981
2004,5,0.6,918.5,-200,3.1410563935,660.75,-200,1089.25,-200,1467.75,837.5,14.9250001907,65.6500015259,1.1072828349
2004,5,0.6,859,-200,2.5108944701,620.25,32,1200.5,47,1315.5,445,16.1749999523,52.75,0.962610789
2004,5,0.6,872.5,-200,3.8792785723,704,41,1090.5,49,1322.25,756,15.25,49.6750011444,0.8552309327
2004,5,0.6,936.5,-200,3.777322529,698.25,42,1039.25,64,1381.5,768.25,20.0750002861,42.0249996185,0.9762893795
2004,5,0.6,892,-200,5.0661155976,766.75,71,1180,84,1466,656.75,17.9749999046,51.4499998093,1.050392826
2004,5,0.6,842.5,-200,4.0140004254,711.5,77,1303.25,77,1343,547.75,18.875,42.0750007629,0.9081009555
2004,5,0.6,865.25,-200,5.0611213204,766.5,76,1279,75,1368.5,559.25,23.8000001907,29.2250003815,0.8499450595
2004,5,0.6,872.75,-200,5.5760978179,791.75,73,1246.5,79,1396.75,589.25,23.1500000954,30.1750001907,0.844180918
2004,5,0.6,868.75,-200,6.512662727,835.25,61,1078,76,1436.75,806.75,19.1999998093,42,0.9247860432
2004,5,0.6,911.75,-200,6.1609827514,819.25,65,1224.25,77,1367.75,589,30.2750000954,17.0499997139,0.7231867791
2004,5,0.6,1017.25,-200,6.4904391973,834.25,61,986,59,1675.75,734,17.8000001907,80.2749996185,1.621193077
2004,5,0.7,874.5,-200,3.1044785414,658.5,30,1180,35,1451.75,561.25,16.7249999046,66.8749980927,1.2631312914
2004,5,0.7,865.5,-200,3.6200695828,689.25,57,1138.25,45,1456.25,766.5,13.125,70.1749992371,1.0554236172
2004,5,0.7,963.75,-200,3.7465224539,696.5,61,1066.5,57,1515.75,716.75,15.75,64.2500009537,1.141576758
2004,5,0.7,830.25,-200,2.3286466776,607.75,33,1281.5,41,1369.75,441,18.625,52.3249988556,1.1120584449
2004,5,0.7,817,-200,2.7951630921,639,51,1259.5,48,1363.75,488.75,14.5750000477,61.0749998093,1.0075271744
2004,5,0.7,939.75,-200,4.233619587,723.5,44,1012.25,68,1407,866.5,19.1749997139,43.625,0.9590919698
2004,5,0.7,980.25,-200,5.7489497316,800,46,983.25,54,1461.5,809.5,16.3500001431,52.0999994278,0.9612382038
2004,5,0.7,997.5,-200,6.9696332293,855.5,65,893.75,62,1487.75,925.75,14.9000000954,54.6500005722,0.9202946066
2004,5,0.7,1003.25,-200,6.1718466148,819.75,-200,901.75,-200,1454.75,907.75,17.875,46.3000001907,0.939410731
2004,5,0.7,906,-200,4.0502569792,713.5,56,1162.75,67,1350.75,544.25,19.2249999046,37.8750009537,0.8352407529
2004,5,0.7,861.5,-200,4.7555900809,751,73,1153.5,77,1213.25,617.25,18.4249997139,24.625,0.5169315723
2004,5,0.7,858.25,-200,4.848358263,755.75,65,1158.5,73,1209,564.25,17.3499999046,25.6250004768,0.5032407273
2004,5,0.7,862.3333333333,-200,4.1813156157,720.6666666667,72,1329.3333333333,66,1335,522.3333333333,20.7999998728,36.566666921,0.8878495252
2004,5,0.7,868.75,-200,4.5341665089,739.5,77,1296,70,1366.25,535,21.3499999046,35.75,0.8974695862
2004,5,0.7,844.25,-200,4.8385572236,755.25,67,1283.5,64,1350.25,520.75,22.8249998093,31.4000000954,0.861521438
2004,5,0.8,910.5,-200,4.7555900809,751,48,1035.75,46,1518,816.5,14.2999999523,66.1749992371,1.0727633587
2004,5,0.8,916.5,-200,3.0358861017,654.25,37,1169.25,52,1414,545.25,17.6249995232,54.6499996185,1.0917594258
2004,5,0.8,926.5,-200,3.4869481296,681.5,56,1109,54,1526.25,579.5,14.5750000477,77.1499996185,1.2727093142
2004,5,0.8,986.25,-200,5.1513393455,771,54,964.25,67,1518,946.5,17.6000003815,57.5749998093,1.1484083596
2004,5,0.8,966,-200,4.6154725001,743.75,58,967,65,1510.5,935,15.6499998569,63.9250011444,1.1286758183
2004,5,0.8,967,-200,4.7119141883,748.75,84,995.5,57,1517,880.5,14.0249998569,68.3249988556,1.0884081381
2004,5,0.8,874.5,-200,4.178247547,720.5,-200,1082.75,-200,1327.5,683.25,15.8749997616,44.7250003815,0.8009336486
2004,5,0.8,918.25,-200,4.1920614157,721.25,57,1068.5,58,1353.25,784.75,13.7750000954,51.4000005722,0.8058524095
2004,5,0.8,1046,-200,5.8123620088,803,48,899.5,73,1490,822.75,18,52.9749994278,1.0832033778
2004,5,0.8,988.25,-200,4.0321113285,712.5,78,1092.25,79,1454.5,715.75,18.9249997139,49.2750015259,1.0667768598
2004,5,0.8,1008.25,-200,4.326596003,728.5,68,1033.75,65,1489.75,795,19.9500002861,48.5750007629,1.1198674604
2004,5,0.8,975.5,-200,3.777322529,698.25,64,1156.25,64,1393.25,593.75,20.5500001907,41.1500005722,0.9840556688
2004,5,0.8,978.25,-200,4.1323417951,718,67,1137.25,66,1392,565,23.5749998093,33.9750003815,0.9749270487
2004,5,0.8,924.25,-200,3.3350320821,672.5,28,1247,36,1346,429.5,28.8499999046,22.6750001907,0.8863564729
2004,5,0.8,853,-200,4.9765401882,762.25,76,1133.75,86,1184,645.75,16.5,24.9250001907,0.4642032799
2004,5,0.8,899.25,-200,5.8070663278,802.75,87,1220.75,83,1425.75,596.25,22.4000000954,31.2749996185,0.836475724
2004,5,0.8,1034.75,-200,7.4868887152,877.75,78,976.75,69,1694,824.5,19.25,68.7750015259,1.5189957743
2004,5,0.9,938.25,-200,5.5241631252,789.25,38,988.75,55,1535.75,864,16.4000000954,62.1750001907,1.1507195188
2004,5,0.9,869.5,-200,4.3406166829,729.25,43,1096,53,1475,585.5,18.4999995232,56,1.1810173761
2004,5,0.9,834.75,-200,3.3643452266,674.25,46,1201,58,1416,487.5,11.9999997616,75.0499992371,1.0499379275
2004,5,0.9,883.25,-200,3.8971281281,705,51,1133,65,1421.5,654.5,15.4000003338,58.7749996185,1.0215251917
2004,5,0.9,855.25,-200,3.2808838246,669.25,46,1160,56,1427,670.75,13.6500000954,69.3999996185,1.0794124981
2004,5,0.9,959.25,-200,5.9990052977,811.75,77,961,78,1518,910,14.2250001431,64.125,1.0345861862
2004,5,0.9,910.5,-200,4.6010796309,743,41,1051.75,54,1369.75,739.25,16.7249999046,43.3750009537,0.819264636
2004,5,0.9,975.25,-200,5.201753847,773.5,73,1000.75,69,1393,878,16.3000001907,45.0500001907,0.8285662741
2004,5,0.9,940.75,-200,4.7945572336,753,45,1173.25,56,1311.25,467.5,30.5500001907,19.3750004768,0.8347830353
2004,5,0.9,991.25,-200,5.2523775221,776,45,1121.75,60,1375,468,29.9499998093,22.0499997139,0.9180694773
2004,5,0.9,835.25,-200,3.6504231463,691,52,1265.25,67,1182.25,517.25,19.0999999046,25.9250001907,0.5673374156
2004,5,0.9,1021.6666666667,-200,6.2791088413,824.6666666667,68,930.6666666667,54,1487.3333333333,930.6666666667,17.133333842,45.3333333333,0.8783543089
2004,5,0.9,1086,-200,6.5572069029,837.25,83,884.5,68,1552.5,905.75,15.7750003338,58.9750003815,1.0495013953
2004,5,0.9,987.25,-200,4.5389321541,739.75,54,1105,53,1407,522.5,26.6999998093,28.0750002861,0.9687998121
2004,5,0.9,1066,-200,5.4827646337,787.25,57,985.5,56,1551.5,689.25,23.875,40.3500003815,1.1787430032
2004,5,0.9,847.25,-200,5.4931018088,787.75,112,1202.5,85,1162.25,597.75,22.3000001907,16.9749999046,0.4512882426
2004,5,0.9,976,-200,7.0327076104,858.25,104,1069.75,102,1547.25,838.5,20.0249996185,47.6249990463,1.1030097052
2004,5,0.9,894,-200,5.9668307851,810.25,82,1204.25,74,1420.5,584.75,21.8250002861,34.8500003815,0.9003612979
2004,5,0.9,962.75,-200,7.6528758244,884.75,84,1101.5,90,1447.25,695,29.1999998093,19.6000003815,0.781733783
2004,5,1,999,-200,3.6721703844,692.25,58,1037.75,69,1588.25,777.5,16.4249997139,79.1999988556,1.4681109021
2004,5,1,974.5,-200,4.4629381564,735.75,86,1069.25,85,1459,611.25,15.8999996185,55.2500009537,0.9909710348
2004,5,1,938.25,-200,5.1061453858,768.75,-200,978,-200,1462.75,816.25,16.1500000954,56.3249998093,1.0262384284
2004,5,1,935,-200,5.4466499167,785.5,55,963.75,71,1389.25,953.75,17.4249997139,43.3500003815,0.8553175166
2004,5,1,913.75,-200,5.2169189999,774.25,53,1091.25,65,1322.75,706.25,19.9500002861,31.5000004768,0.7262135869
2004,5,1,954.6666666667,-200,4.2243693357,723,51,1129,57,1393,558.6666666667,27.7333335876,25.8333333333,0.9467066558
2004,5,1,1093.5,-200,6.074365814,815.25,74,934.25,69,1562.75,852,21.4250001907,46.6499986649,1.1764324928
2004,5,1,967.75,-200,4.1552676446,719.25,73,1080.75,76,1388.25,664.25,19.2249999046,42.3499994278,0.9339259279
2004,5,1,846.5,-200,5.7542227584,800.25,116,1155.25,90,1178.5,648.5,21.7250003815,18.0750000477,0.4641628192
2004,5,1,978.75,-200,7.0097434434,857.25,97,1081.75,96,1546,796.5,19.7999997139,46.8249998093,1.0696640393
2004,5,1,921,-200,6.9696332293,855.5,98,1163,93,1437.25,680.5,21.6750001907,32.2250003815,0.8250367712
2004,5,1,900.5,-200,6.4848883758,834,102,1177,103,1407.75,737.75,20.1000003815,35.0249996185,0.8149145207
2004,5,1.1,948,-200,4.8140916283,754,64,1086,64,1436.25,601.75,24.4000000954,32.7249999046,0.9862855797
2004,5,1.1,1017.5,-200,5.5397217765,790,69,1046.75,67,1443.25,579.75,25.9250006676,28.0749998093,0.925816736
2004,5,1.1,1015.5,-200,5.3389169798,780.25,61,966.5,70,1565.75,806,19.4999995232,57.1000003815,1.28063419
2004,5,1.1,931.5,-200,5.0262202026,764.75,58,1054.25,61,1542.75,574.75,17.3249993324,59.5,1.1666837831
2004,5,1.1,860.75,-200,3.7202080038,695,56,1130,67,1438,499.5,13.9499998093,72.5499992371,1.1502040528
2004,5,1.1,884.5,-200,5.1765204308,772.25,57,1035.25,56,1450,523.5,13,64.25,0.9585998375
2004,5,1.1,953.25,-200,6.3963507885,830,88,985.75,86,1520.5,860,15.9500000477,56.4999990463,1.0165804301
2004,5,1.1,941,-200,5.5865096106,792.25,-200,975.25,-200,1396.75,888.75,14.8250000477,50.6499996185,0.8488952037
2004,5,1.1,1004.75,-200,4.8974902217,758.25,51,1091,57,1434.25,521.75,26.7749996185,27.3000006676,0.9461910745
2004,5,1.1,1085.25,-200,5.8494893786,804.75,69,972.25,65,1528.25,717.75,25.2750005722,36.2749996185,1.1513398862
2004,5,1.1,1110,-200,6.0474053049,814,75,947.5,73,1570.5,853.75,20.4750003815,49.2750005722,1.1729865104
2004,5,1.1,875.25,-200,6.9296211857,853.75,111,1159.75,85,1200.25,594.75,25.125,13.125,0.4129070232
2004,5,1.1,1002.25,-200,8.8135681138,932,101,949.25,82,1404.5,916.5,15.2249999046,31.0000004768,0.5328704566
2004,5,1.1,940.25,-200,6.8101749132,848.5,93,1090.5,103,1508.75,763.5,18.5250000954,48.7000007629,1.0286496814
2004,5,1.1,990.25,-200,8.7504112055,929.5,89,1045,95,1505.75,738.75,27.4499998093,23.8000001907,0.857961272
2004,5,1.1,1020.25,-200,10.6872691838,1003,97,904,96,1716,916.25,21.7249999046,46.8999996185,1.204383699
2004,5,1.2,1012,-200,6.451625978,832.5,75,915.75,67,1632.25,861.75,16.8750004768,66.5499992371,1.2688256915
2004,5,1.2,987.5,-200,5.8760706102,806,87,951.25,68,1568.25,940.25,15.9500000477,61.5999994278,1.1083425658
2004,5,1.2,1026.25,-200,6.7818659105,847.25,70,1009.75,73,1518.75,617.25,24.5500001907,31.7249994278,0.9646873239
2004,5,1.2,959.5,-200,6.341278497,827.5,55,971,54,1564.75,616.5,19.9249997139,55.1750001907,1.2700838409
2004,5,1.2,933,-200,4.6828924219,747.25,62,1045,75,1405,568.5,16.4499998093,50.5249996185,0.9380368654
2004,5,1.2,983.25,-200,6.451625978,832.5,116,894.25,102,1523.5,1012.25,15.9500000477,58.2500009537,1.0480674694
2004,5,1.2,947,-200,5.6963328717,797.5,67,964.25,81,1395.25,930,17.9999995232,40.4500007629,0.8270991343
2004,5,1.2,1117,-200,7.1248842563,862.25,54,995,64,1476,529.75,31.5,21.9250001907,0.9969831426
2004,5,1.2,943.5,-200,6.4294915709,831.5,72,1072.25,81,1349.5,711.75,21.0750002861,26.2499995232,0.6480894139
2004,5,1.2,963.75,-200,7.1017921289,861.25,69,1013.5,73,1398.25,734.5,20.8500003815,28.7999997139,0.7014003444
2004,5,1.2,1081.25,-200,8.7441061672,929.25,65,910,75,1518.25,936.5,21.1000003815,36.4749994278,0.9019022914
2004,5,1.2,1069.25,-200,7.7065580782,887,70,859,84,1541.5,1040.5,19.3249998093,42.9750003815,0.953546659
2004,5,1.2,1044.5,-200,6.8498919438,850.25,78,888.5,93,1505.5,1101.5,20.4749999046,42.0249986649,1.0004009037
2004,5,1.2,1153.25,-200,9.1836883293,946.5,107,794.5,80,1642.5,1075.75,17.1749997139,52.9000005722,1.0276265311
2004,5,1.2,1122.5,-200,6.446089336,832.25,65,930,68,1565.25,791.5,21.2249999046,48.3000011444,1.2033791363
2004,5,1.2,1030,-200,5.2879383931,777.75,67,1070.5,69,1451.5,591,26.8250002861,28.1499996185,0.9785026723
2004,5,1.2,871.25,-200,6.7931834786,847.75,100,1139.25,83,1207.75,578.5,22.7750000954,16.0999999046,0.4404132683
2004,5,1.2,895,-200,7.4809893199,877.5,109,1121.75,81,1238,607,25.8499999046,12.8500001431,0.4218864991
2004,5,1.2,894.5,-200,6.7310364545,845,102,1072,96,1240.5,763,19.1499996185,22.8250002861,0.5010353069
2004,5,1.2,937.25,-200,7.8565139035,893.25,123,1106,112,1463.25,782.75,20.8000001907,33.1999998093,0.8061058642
2004,5,1.2,975.5,-200,8.4065169145,915.75,117,1043.75,117,1514.75,880,22.2749996185,33.5749998093,0.8912653402
2004,5,1.2,1006,-200,12.1343119146,1054.25,115,920.75,111,1635.5,768.75,30.6500000954,23.4250006676,1.0150402832
2004,5,1.3,1009.25,-200,6.2809336325,824.75,-200,950,-200,1628.5,937.75,15.6500000954,73.0750007629,1.2902305209
2004,5,1.3,961.75,-200,6.0797640503,815.5,65,1043.75,66,1489.25,627.75,25.5750002861,31.5249996185,1.0184177368
2004,5,1.3,963.25,-200,6.512662727,835.25,59,1028.5,68,1495.25,555.75,24.7750005722,34.7749986649,1.071612229
2004,5,1.3,1007.75,-200,6.0851643309,815.75,78,1015,72,1530.75,689.25,23.5750002861,36.3500003815,1.0430787109
2004,5,1.3,1004.25,-200,6.1990419633,821,72,1030.75,68,1510,628.5,24.25,33.9749994278,1.0148846185
2004,5,1.3,1146.5,-200,8.1723588549,906.25,152,815.25,80,1686.75,1126.25,15.9500002861,65.8250007629,1.1843612339
2004,5,1.3,1064.75,-200,5.5138010569,788.75,79,936,81,1620.25,929,18.4249997139,65.75,1.3802335382
2004,5,1.3,1035,-200,7.9047597675,895.25,84,897.5,65,1656.75,862.5,20.2500004768,54.7999992371,1.2867391221
2004,5,1.3,1059.75,-200,6.8555738417,850.5,108,911.5,81,1673.25,804.5,14.5,78.2749996185,1.2851376044
2004,5,1.3,948,-200,6.1176089277,817.25,128,1048.25,92,1545.5,695,13.0500001907,65.5749998093,0.9815105144
2004,5,1.3,843.5,-200,6.2864093624,825,90,1026.5,101,1405,536.25,19.7000002861,33.6750001907,0.7645727983
2004,5,1.3,970.25,-200,5.1967029791,773.25,87,1025.75,91,1425.25,657.75,16.1249997616,52,0.9459520013
2004,5,1.3,987.3333333333,-200,5.7419222354,799.6666666667,86,988.6666666667,88,1462,658,15.4666668574,57.0666656494,0.9960121689
2004,5,1.3,1014.25,-200,6.9182072162,853.25,75,882.5,91,1538,974.75,16.2999997139,57,1.0483524087
2004,5,1.3,916.25,-200,6.3742975097,829,82,1123.5,75,1332.75,621,26.1250004768,21.0500001907,0.7023496069
2004,5,1.3,1008.5,-200,7.0384536548,858.5,132,944.25,102,1420,1016,16.0250000954,38.0500001907,0.6878504358
2004,5,1.3,1003.25,-200,7.3575603749,872.25,79,987.5,80,1439,851,20.2000002861,31.2000002861,0.7303644963
2004,5,1.3,897.5,-200,6.9011013051,852.5,85,1065.5,56,1271.25,763.25,19.1500000954,23.8499999046,0.5235352562
2004,5,1.3,869.25,-200,7.2059582227,865.75,109,1107,85,1212,595.5,23.8499999046,14.4749999046,0.4222287876
2004,5,1.3,969,-200,9.7311873234,967.5,115,1275.5,112,1324.5,767.75,31.7999997139,13.8250002861,0.6394073929
2004,5,1.3,954.5,-200,8.4561723382,917.75,102,1056.25,93,1510.75,761.5,19.4750003815,36.875,0.8257626623
2004,5,1.3,1024.75,-200,10.0567841665,979.75,114,986.25,113,1590.75,890.75,25.0000004768,26.9250001907,0.8408201199
2004,5,1.3,1071,-200,13.788831732,1109.75,124,863.5,121,1733.25,846.75,30.5,26.2499995232,1.1277807806
2004,5,1.4,1046,-200,6.8726315846,851.25,94,919.5,77,1595.25,907.75,17.7249999046,56.4250001907,1.1342397066
2004,5,1.4,997.5,-200,9.9699562679,976.5,74,946.75,69,1495.75,695.25,30.3249998093,20.0750002861,0.8539255124
2004,5,1.4,897.75,-200,4.5580160732,740.75,79,1085,76,1467.5,588.5,12.4749999046,75.8250007629,1.0937715789
2004,5,1.4,1034.5,-200,8.4313290419,916.75,135,881.5,64,1606,967.5,11.3499999046,70.3999996185,0.9443040128
2004,5,1.4,1064.75,-200,9.0617274248,941.75,106,889.5,68,1575.75,1066.75,16.0250000954,47.3750009537,0.8564235187
2004,5,1.4,965,-200,8.2726601426,910.3333333333,79,1055.6666666667,81,1389,643.3333333333,28.1666666667,19.433333079,0.7302688327
2004,5,1.4,984.5,-200,8.0807053082,902.5,90,1059.25,86,1436.5,711.5,27.4250001907,20.5,0.7379272919
2004,5,1.4,1020.75,-200,7.7484214964,888.75,80,1022,82,1405.25,683.75,29.4749999046,19.7749996185,0.801260178
2004,5,1.4,1217,-200,9.1901265731,946.75,66,887,85,1566.25,647.75,31.2000002861,24.5749998093,1.0986589861
2004,5,1.4,1033.75,-200,5.8601157055,805.25,92,1030.25,97,1416.25,750,20.75,36.25,0.877489784
2004,5,1.4,934,-200,5.6334651032,794.5,88,1097.75,93,1327.5,672.5,20.25,28.4749999046,0.6686112376
2004,5,1.4,912.5,-200,5.431203339,784.75,89,1109.75,85,1272.75,692,19.6000003815,26.4749999046,0.5974299601
2004,5,1.4,1154,-200,8.3075803655,911.75,78,871.5,76,1604.5,825,28.3499999046,27.75,1.0539033066
2004,5,1.4,1070,-200,6.8442120546,850,94,997.25,91,1502,778.25,24.75,29.5,0.9077162909
2004,5,1.4,925.75,-200,7.6528758244,884.75,114,1100.5,92,1259.25,661.75,25.5,13.9749999046,0.4494748876
2004,5,1.4,1044,-200,12.5578631924,1068.75,144,889,123,1682.5,942,28.875,26.0249996185,1.0187718434
2004,5,1.4,1017.75,-200,13.1222107013,1087.75,127,908.5,120,1677,794.5,30.3000001907,22.8249993324,0.9695184896
2004,5,1.5,1049.25,-200,6.5349186343,836.25,79,926,73,1615,900.75,17.7249994278,61.9750003815,1.2458042345
2004,5,1.5,1046.5,-200,7.0442016998,858.75,92,947.5,84,1537.75,676.75,23.875,34.3000001907,1.0020045813
2004,5,1.5,1057.75,-200,11.2426453421,1023,81,895.5,74,1580,795,30.9250001907,19.6500000954,0.8648787403
2004,5,1.5,1134.5,-200,6.6691330991,842.25,84,872,83,1652.75,972.75,18.8999996185,62.5499992371,1.3520907128
2004,5,1.5,968.75,-200,4.9270707159,759.75,81,1059,83,1518.25,559.75,12.0249996185,79.75,1.1174929507
2004,5,1.5,972,-200,7.5282399784,879.5,89,963.5,72,1589.5,688.75,14.3499999046,60.5499992371,0.9847001168
2004,5,1.5,850.5,-200,8.1539928956,905.5,89,988.5,95,1417.75,544.75,21.1500000954,27.6750001907,0.6863863184
2004,5,1.5,983.5,-200,7.5223267107,879.25,89,939.5,85,1527.25,792.25,13.9000003338,62.9499988556,0.9948314584
2004,5,1.5,983.75,-200,6.3742975097,829,99,1003.25,85,1515.75,786.5,13.3499999046,61.8249988556,0.9433332874
2004,5,1.5,1151.75,-200,9.6455722277,964.25,134,799.75,73,1705.25,1095.5,14.5249998569,65.6999988556,1.0803909737
2004,5,1.5,1033,-200,8.4375369444,917,118,882.25,95,1616.75,905.25,17.1749997139,52.3499994278,1.0169423012
2004,5,1.5,998.25,-200,7.0557037906,859.25,90,919.25,88,1449.75,1044.75,17.0499999523,43.2749996185,0.8341286286
2004,5,1.5,979.25,-200,8.270607965,910.25,123,1028,92,1395.75,788,24.1500000954,21.7249994278,0.6451156987
2004,5,1.5,984.75,-200,8.4934956949,919.25,104,1027.75,86,1387,699.75,26.2500004768,18.875,0.6344095731
